block,plot,sub,bkgrd,dens,phyto,phyto.n.indiv,phyto.date.census,phyto.date.collect,phyto.unique,Nbrhood.size,bkgrd.n.indiv,bg.date.census,CRCO,ERBO,FIGA,GAMU,HYGL,SIGA,other,notes,plot.notes,sub.notes,unique
12,44,1,THIR-U,L,TWIL-I,,,,,18,,,,,,,,,,,,,8325
12,44,2,THIR-U,L,BRHO,3,,05/05/2022,,10,,,,,,,,,,,,,8326
12,44,3,THIR-U,L,PLER,1,,05/05/2022,,10,,,,,,,,,,,,,8327
12,44,4,THIR-U,L,TWIL-U,,,,,18,,,,,,,,,,,,,8328
12,45,1,THIR-U,H,TWIL-U,,,,,18,,,,,,,,,,,,,8329
12,45,2,THIR-U,H,PLER,2,,05/05/2022,,10,,,,,,,,,,,,,8330
12,45,3,THIR-U,H,BRHO,3,,05/05/2022,,10,,,,,,,,,,,,,8331
12,45,4,THIR-U,H,TWIL-I,,,,,18,,,,,,,,,,,,,8332
12,46,1,TWIL-U,L,THIR-U,,,,,18,,,,,,,,,,,,,8333
12,46,2,TWIL-U,L,BRHO,3,,05/05/2022,,10,,,,,,,,,,,,,8334
12,46,3,TWIL-U,L,PLER,2,,05/05/2022,,10,,,,,,,,,,,,,8335
12,46,4,TWIL-U,L,THIR-I,,,,,18,,,,,,,,,,,,,8336
14,1,1,MAEL,L,AVBA,0,04/29/2022,,,,4,04/29/2022,3,0,0,0,0,0,0,,,,8337
14,1,2,MAEL,L,LOMU,,,,,10,,,,,,,,,,,,,8338
14,1,3,MAEL,L,ACAM,,,,,10,,,,,,,,,,,,subplot: switched from VIVI -> ACAM based on ML's note,8339
14,1,4,MAEL,L,MAEL,,,,,18,,,,,,,,,,,,,8340
14,1,5,MAEL,L,VIVI,-9999,,,,,,,,,,,,,,,,subplot: switched from ACAM-> VIVI based on ML's note,8341
14,1,6,MAEL,L,BRNI,1,04/26/2022,04/26/2022,,18,8,04/26/2022,0,0,0,1,0,0,2,other=1ANAR + 1 THIR,,,8342
14,1,7,MAEL,L,empty,,,,,,,,,,,,,,,,,,8343
14,1,8,MAEL,L,ANAR,,,,,10,,,,,,,,,,,,,8344
14,1,9,MAEL,L,GITR,1,04/13/2022,04/13/2022,,10,1,04/13/2022,2,0,0,0,0,0,0,,,,8345
14,1,10,MAEL,L,TACA,,,,,10,,,,,,,,,,,,,8346
14,1,11,MAEL,L,TWIL-I,2,04/12/2022,04/12/2022,,18,9,04/12/2022,36,0,2,1,0,0,1,,,subplot: may be double planted with 6 TWIL-I instead of 3,8347
14,1,12,MAEL,L,empty,,,,,,,,,,,,,,,,,,8348
14,1,13,MAEL,L,CESO,,,,,18,,,,,,,,,,,,,8349
14,1,14,MAEL,L,empty,,,,,,,,,,,,,,,,,,8350
14,1,15,MAEL,L,THIR-I,,,,,18,,,,,,,,,,,,,8351
14,1,16,MAEL,L,CLPU,,,,,10,,,,,,,,,,,,,8352
14,1,17,MAEL,L,empty,,,,,,,,,,,,,,,,,,8353
14,1,18,MAEL,L,ERBO,-9999,,,,,,,,,,,,,,,,,8354
14,1,19,MAEL,L,MICA,1,04/04/2022,04/04/2022,,10,3,04/04/2022,3,0,0,0,2,1,0,,,,8355
14,1,20,MAEL,L,BRHO,3,04/20/2022,04/20/2022,,10,0,04/20/2022,3,0,0,0,0,0,0,,,,8356
14,1,21,MAEL,L,PLER,2,04/13/2022,04/13/2022,,10,3,04/13/2022,5,0,0,0,0,0,2,,,,8357
14,1,22,MAEL,L,LENI,3,03/21/2022,03/21/2022,,18,3,03/21/2022,22,1,0,3,0,0,2,,,,8358
14,1,23,MAEL,L,PLNO,2,04/20/2022,04/20/2022,,18,1,04/20/2022,3,0,0,0,0,0,0,,,,8359
14,1,24,MAEL,L,AMME,2,04/04/2022,04/04/2022,,18,1,04/04/2022,1,0,0,1,0,0,0,,,,8360
14,1,25,MAEL,L,empty,,,,,,,,,,,,,,,,,,8361
14,2,1,LOMU,L,AVBA,0,04/29/2022,,,,20,04/29/2022,0,0,0,0,0,0,3,,,,8362
14,2,2,LOMU,L,LOMU,,,,,10,,,,,,,,,,,,,8363
14,2,3,LOMU,L,VIVI,-9999,,,,,,,,,,,,,,,,,8364
14,2,4,LOMU,L,MAEL,,,,,18,,,,,,,,,,,,,8365
14,2,5,LOMU,L,ACAM,,,,,10,,,,,,,,,,,,,8366
14,2,6,LOMU,L,BRNI,0,04/26/2022,,,18,22,04/26/2022,0,0,0,0,0,0,0,,,,8367
14,2,7,LOMU,L,empty,,,,,,,,,,,,,,,,,,8368
14,2,8,LOMU,L,ANAR,,,,,10,,,,,,,,,,,,,8369
14,2,9,LOMU,L,GITR,3,04/13/2022,04/13/2022,,10,8,04/13/2022,0,0,0,0,0,0,0,,,,8370
14,2,10,LOMU,L,TACA,,,,,10,,,,,,,,,,,,,8371
14,2,11,LOMU,L,TWIL-I,3,04/12/2022,04/12/2022,,18,27,04/12/2022,2,0,0,0,0,0,0,,,,8372
14,2,12,LOMU,L,empty,,,,,,,,,,,,,,,,,,8373
14,2,13,LOMU,L,CESO,,,,,18,,,,,,,,,,,,,8374
14,2,14,LOMU,L,empty,,,,,,,,,,,,,,,,,,8375
14,2,15,LOMU,L,THIR-I,,,,,18,,,,,,,,,,,,,8376
14,2,16,LOMU,L,CLPU,,,,,10,,,,,,,,,,,,,8377
14,2,17,LOMU,L,empty,,,,,,,,,,,,,,,,,,8378
14,2,18,LOMU,L,ERBO,-9999,,,,,,,,,,,,,,,,,8379
14,2,19,LOMU,L,MICA,1,04/04/2022,04/04/2022,,10,2,04/04/2022,0,0,0,0,0,0,0,,,,8380
14,2,20,LOMU,L,BRHO,2,04/20/2022,04/20/2022,,10,18,04/20/2022,1,0,0,0,0,0,0,,,,8381
14,2,21,LOMU,L,PLER,2,04/13/2022,04/13/2022,,10,8,04/13/2022,0,0,0,0,0,0,0,,,,8382
14,2,22,LOMU,L,LENI,2,03/21/2022,03/21/2022,,18,25,03/21/2022,0,0,0,0,3,0,0,,,,8383
14,2,23,LOMU,L,PLNO,0,04/20/2022,,,18,27,04/20/2022,0,0,0,0,1,0,1,,,,8384
14,2,24,LOMU,L,AMME,0,04/04/2022,,,18,7,04/04/2022,7,0,0,0,0,2,4,,,,8385
14,2,25,LOMU,L,empty,,,,,,,,,,,,,,,,,,8386
14,3,1,PLER,H,AVBA,0,04/29/2022,,,,46,04/29/2022,5,1,0,0,1,0,0,,,,8387
14,3,2,PLER,H,LOMU,3,04/12/2022,,,10,25,04/12/2022,0,0,0,0,0,0,0,,,,8388
14,3,3,PLER,H,VIVI,-9999,,,,,,,,,,,,,,,,,8389
14,3,4,PLER,H,MAEL,0,04/12/2022,,,18,46,04/12/2022,0,1,0,0,0,0,0,,,,8390
14,3,5,PLER,H,ACAM,1,04/12/2022,,,10,9,04/12/2022,0,0,0,2,0,0,0,,,,8391
14,3,6,PLER,H,BRNI,2,04/12/2022,04/26/2022,,18,61,04/12/2022,0,0,0,0,0,0,2,"other = 1 LOMU, 1 TWIL",,,8392
14,3,7,PLER,H,TWIL-U,1,04/12/2022,04/12/2022,,18,33,04/12/2022,8,0,0,0,0,0,0,"migrated, in sub 6",,,8393
14,3,8,PLER,H,ANAR,0,04/12/2022,,,10,16,04/12/2022,0,0,0,0,0,0,0,,,,8394
14,3,9,PLER,H,GITR,2,04/12/2022,04/13/2022,,10,23,04/12/2022,0,0,0,0,0,0,0,crispy but no flower,,,8395
14,3,10,PLER,H,TACA,3,04/12/2022,,,10,29,04/12/2022,0,0,0,0,0,0,0,,,,8396
14,3,11,PLER,H,TWIL-I,1,04/12/2022,04/12/2022,,18,43,04/12/2022,3,0,0,0,0,0,2,,,,8397
14,3,12,PLER,H,THIR-U,0,04/12/2022,,,18,51,04/12/2022,0,0,0,0,0,0,0,,,,8398
14,3,13,PLER,H,CESO,1,04/12/2022,,,18,52,04/12/2022,0,0,0,0,0,0,0,,,,8399
14,3,14,PLER,H,empty,,,,,,,,,,,,,,,,,,8400
14,3,15,PLER,H,THIR-I,2,04/12/2022,,,18,51,04/12/2022,0,0,0,0,0,0,0,,,,8401
14,3,16,PLER,H,CLPU,1,04/12/2022,,,10,28,04/12/2022,0,0,0,0,0,0,0,,,,8402
14,3,17,PLER,H,empty,,,,,,,,,,,,,,,,,,8403
14,3,18,PLER,H,ERBO,-9999,,,,,,,,,,,,,,,,,8404
14,3,19,PLER,H,MICA,1,04/04/2022,04/13/2022,,10,17,04/04/2022,2,0,0,0,0,0,0,"MICA budding,did not collect",,,8405
14,3,20,PLER,H,BRHO,3,04/12/2022,04/20/2022,,10,17,04/12/2022,0,0,0,0,0,0,0,,,,8406
14,3,21,PLER,H,PLER,1,04/12/2022,04/12/2022,,10,26,04/12/2022,0,0,0,0,0,0,0,,,,8407
14,3,22,PLER,H,LENI,0,03/21/2022,,,18,52,03/21/2022,0,0,5,0,0,0,0,,,,8408
14,3,23,PLER,H,PLNO,2,04/12/2022,04/19/2022,,18,40,04/12/2022,0,0,0,0,0,0,0,,,,8409
14,3,24,PLER,H,AMME,0,04/04/2022,,,18,37,04/04/2022,4,0,2,0,0,0,2,,,,8410
14,3,25,PLER,H,empty,,,,,,,,,,,,,,,,,,8411
14,4,1,Control,,AVBA,0,04/29/2022,,,,,04/29/2022,6,0,3,2,0,1,5,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8412
14,4,2,Control,,LOMU,,,,,10,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8413
14,4,3,Control,,VIVI,-9999,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8414
14,4,4,Control,,MAEL,,,,,18,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8415
14,4,5,Control,,ACAM,,,,,10,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8416
14,4,6,Control,,BRNI,2,04/26/2022,04/26/2022,A,18,,04/26/2022,0,0,1,0,0,0,1,Other= ANAR,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8417
14,4,7,Control,,empty,,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8418
14,4,8,Control,,ANAR,,,,,10,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8419
14,4,9,Control,,GITR,2,04/13/2022,04/13/2022,,10,,04/13/2022,1,0,0,0,0,1,0,I gillia and silene broken at base present in subplot,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8420
14,4,10,Control,,TACA,,,,,10,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8421
14,4,11,Control,,TWIL-I,1,04/12/2022,04/12/2022,,18,,04/12/2022,4,0,2,0,0,0,1,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8422
14,4,12,Control,,BRNI,1,04/26/2022,04/26/2022,B,,,04/26/2022,9,0,1,0,0,1,0,,,,11747
14,4,12,Control,,empty,,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8423
14,4,13,Control,,CESO,,,,,18,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8424
14,4,14,Control,,empty,,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8425
14,4,15,Control,,THIR-I,,,,,18,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8426
14,4,16,Control,,CLPU,,,,,10,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8427
14,4,17,Control,,empty,,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8428
14,4,18,Control,,ERBO,-9999,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8429
14,4,19,Control,,MICA,3,04/04/2022,04/04/2022,,10,,04/04/2022,0,0,0,0,0,0,0,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8430
14,4,20,Control,,BRHO,3,04/19/2022,04/19/2022,,10,,04/19/2022,1,0,0,0,0,0,0,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8431
14,4,21,Control,,PLER,2,04/13/2022,04/13/2022,,10,,04/13/2022,0,0,0,3,0,0,0,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8432
14,4,22,Control,,LENI,1,03/21/2022,03/21/2022,,18,0,03/21/2022,0,0,1,0,0,1,2,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8433
14,4,23,Control,,PLNO,2,04/19/2022,04/19/2022,,18,,04/19/2022,0,0,3,0,0,0,0,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8434
14,4,24,Control,,AMME,3,04/04/2022,04/04/2022,,18,,04/04/2022,0,0,0,1,0,0,4,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8435
14,4,25,Control,,empty,,,,,,,,,,,,,,,,plot: This plot was an empty plot but now could function as a control as it was seeded anyways,,8436
14,5,1,GITR,H,AVBA,0,04/29/2022,,,,81,04/29/2022,3,0,0,0,0,0,0,,,,8437
14,5,2,GITR,H,LOMU,1,04/15/2022,,,10,59,04/15/2022,0,0,0,0,0,0,0,,,,8438
14,5,3,GITR,H,VIVI,-9999,,,,,,,,,,,,,,,,,8439
14,5,4,GITR,H,MAEL,1,04/15/2022,,,18,184,04/15/2022,0,0,0,0,0,0,1,MAEL is in 6 along w/ BRNI,,,8440
14,5,5,GITR,H,ACAM,0,04/15/2022,,,10,64,04/15/2022,0,0,0,0,0,0,0,,,,8441
14,5,6,GITR,H,BRNI,1,04/15/2022,04/26/2022,A,18,184,04/15/2022,0,0,0,0,0,0,1,"other= MAEL, BRN1= small, vegetative",,,8442
14,5,7,GITR,H,empty,,,,,,,,,,,,,,,,,,8443
14,5,8,GITR,H,ANAR,0,04/15/2022,,,10,63,04/15/2022,0,0,0,0,0,0,0,,,,8444
14,5,9,GITR,H,GITR,1,04/15/2022,04/15/2022,,10,78,04/15/2022,0,0,0,0,0,0,0,,,,8445
14,5,10,GITR,H,TACA,2,04/15/2022,,,10,87,04/15/2022,0,0,0,0,0,0,0,,,,8446
14,5,11,GITR,H,TWIL-I,0,04/12/2022,,,18,61,04/12/2022,3,0,0,0,0,0,0,,,,8447
14,5,12,GITR,H,empty,,,,,,,,,,,,,,,,,,8448
14,5,13,GITR,H,CESO,1,04/15/2022,,,18,198,04/15/2022,0,0,0,0,0,0,0,,,,8449
14,5,14,GITR,H,empty,,,,,,,,,,,,,,,,,,8450
14,5,15,GITR,H,THIR-I,1,04/15/2022,,,18,174,04/15/2022,0,0,0,0,0,0,0,,,,8451
14,5,16,GITR,H,CLPU,0,04/15/2022,,,10,52,04/15/2022,0,0,0,0,0,0,0,,,,8452
14,5,17,GITR,H,empty,,,,,,,,,,,,,,,,,,8453
14,5,18,GITR,H,ERBO,-9999,,,,,,,,,,,,,,,,,8454
14,5,18,GITR,H,BRNI,1,04/15/2022,04/26/2022,B,,185,04/15/2022,0,0,0,0,0,0,0,censused around a rogue BRNI in S.18,,,11588
14,5,19,GITR,H,MICA,1,04/04/2022,04/13/2022,,10,13,04/04/2022,0,0,0,0,0,0,0,"MICA budding,did not collect",,,8455
14,5,20,GITR,H,BRHO,2,04/15/2022,04/15/2022,,10,39,04/15/2022,0,0,0,0,0,0,0,,,,8456
14,5,21,GITR,H,PLER,2,04/13/2022,04/13/2022,,10,21,04/13/2022,0,0,0,0,0,0,0,,,,8457
14,5,22,GITR,H,LENI,0,03/21/2022,,,18,54,03/21/2022,0,0,0,0,0,0,0,,,,8458
14,5,23,GITR,H,PLNO,0,04/15/2022,,,18,88,04/15/2022,0,0,0,0,0,0,3,other= small BRNI,,,8459
14,5,24,GITR,H,AMME,1,04/04/2022,04/04/2022,,18,51,04/04/2022,0,0,1,0,0,0,2,,,,8460
14,5,25,GITR,H,empty,,,,,,,,,,,,,,,,,,8461
14,6,1,Control,,AVBA,0,04/29/2022,,,,,04/29/2022,7,0,0,0,1,1,0,,,,8462
14,6,2,Control,,LOMU,,,,,10,,,,,,,,,,,,,8463
14,6,3,Control,,VIVI,-9999,,,,,,,,,,,,,,,,,8464
14,6,4,Control,,MAEL,,,,,18,,,,,,,,,,,,,8465
14,6,5,Control,,ACAM,,,,,10,,,,,,,,,,,,,8466
14,6,6,Control,,BRNI,2,04/26/2022,04/26/2022,,18,,04/26/2022,0,0,0,0,0,0,0,,,,8467
14,6,7,Control,,TWIL-U,1,04/12/2022,04/12/2022,,18,,04/12/2022,4,0,1,0,0,1,0,,,,8468
14,6,8,Control,,ANAR,,,,,10,,,,,,,,,,,,,8469
14,6,9,Control,,GITR,1,04/13/2022,04/13/2022,B,,,04/13/2022,6,0,0,0,0,0,1,,,,11597
14,6,9,Control,,GITR,2,04/13/2022,04/13/2022,A,10,,04/13/2022,3,0,0,0,0,0,0,,,,8470
14,6,10,Control,,TACA,,,,,10,,,,,,,,,,,,,8471
14,6,11,Control,,TWIL-I,0,04/12/2022,,,18,,04/12/2022,0,0,0,0,0,0,1,,,,8472
14,6,12,Control,,THIR-U,,,,,18,,,,,,,,,,,,,8473
14,6,13,Control,,CESO,,,,,18,,,,,,,,,,,,,8474
14,6,14,Control,,empty,,,,,,,,,,,,,,,,,,8475
14,6,15,Control,,THIR-I,,,,,18,,,,,,,,,,,,,8476
14,6,16,Control,,CLPU,,,,,10,,,,,,,,,,,,,8477
14,6,17,Control,,empty,,,,,,,,,,,,,,,,,,8478
14,6,18,Control,,ERBO,-9999,,,,,,,,,,,,,,,,,8479
14,6,19,Control,,MICA,2,04/04/2022,04/04/2022,,10,,04/04/2022,2,1,0,0,0,0,0,,,,8480
14,6,20,Control,,BRHO,3,04/19/2022,04/19/2022,,10,,04/19/2022,0,0,0,0,0,0,0,,,,8481
14,6,21,Control,,PLER,3,04/13/2022,04/13/2022,,10,,04/13/2022,0,0,0,0,0,0,1,,,,8482
14,6,22,Control,,LENI,0,03/21/2022,,,18,0,03/21/2022,0,1,0,0,0,0,0,,,,8483
14,6,23,Control,,PLNO,0,04/19/2022,,,18,,04/19/2022,5,1,0,0,0,0,2,,,,8484
14,6,24,Control,,AMME,1,04/04/2022,04/04/2022,,18,,04/04/2022,6,0,0,1,0,2,3,,,,8485
14,6,25,Control,,empty,,,,,,,,,,,,,,,,,,8486
14,7,1,AVBA,H,AVBA,,,,,,,,,,,,,,,,,,8487
14,7,2,AVBA,H,LOMU,1,05/04/2022,,,10,0,05/04/2022,0,0,0,0,0,0,0,,,,8488
14,7,3,AVBA,H,VIVI,-9999,,,,,,,,,,,,,,,,,8489
14,7,4,AVBA,H,MAEL,0,05/04/2022,,,18,2,05/04/2022,0,0,9,0,0,0,2,other= CLPU + THIR,,,8490
14,7,5,AVBA,H,ACAM,0,05/04/2022,,,10,0,05/04/2022,0,0,0,0,0,0,1,other = ANAR,,,8491
14,7,6,AVBA,H,BRNI,2,04/26/2022,04/26/2022,,18,1,04/26/2022,0,0,0,0,0,1,0,,,,8492
14,7,7,AVBA,H,empty,,,,,,,,,,,,,,,skip,,,8493
14,7,8,AVBA,H,ANAR,1,05/04/2022,,,10,1,05/04/2022,4,0,0,0,0,4,0,"still in veg state as of 05/04/2022, found under AVBA center of plot v small ",,,8494
14,7,9,AVBA,H,GITR,2,04/26/2022,04/26/2022,,10,0,04/26/2022,3,0,0,0,1,1,1,skip,,,8495
14,7,10,AVBA,H,TACA,2,05/04/2022,,,10,0,05/04/2022,2,0,0,0,0,0,1,other= THIR,,,8496
14,7,11,AVBA,H,TWIL-I,0,04/26/2022,,,18,0,04/26/2022,1,0,0,0,0,1,0,,,,8497
14,7,12,AVBA,H,empty,,,,,,,,,,,,,,,skip,,,8498
14,7,13,AVBA,H,CESO,2,05/04/2022,,,18,3,05/04/2022,0,0,2,0,0,0,1,other = Lomu,,,8499
14,7,14,AVBA,H,empty,,,,,,,,,,,,,,,skip,,,8500
14,7,15,AVBA,H,THIR-I,2,05/04/2022,,,18,0,05/04/2022,0,0,1,0,0,0,4,other: 2 ANAR + 2 TWIL,,,8501
14,7,16,AVBA,H,CLPU,0,05/04/2022,,,10,0,05/04/2022,0,0,0,0,0,0,0,,,,8502
14,7,17,AVBA,H,empty,,,,,,,,,,,,,,,,,,8503
14,7,18,AVBA,H,ERBO,-9999,,,,,,,,,,,,,,,,,8504
14,7,19,AVBA,H,MICA,3,04/26/2022,04/26/2022,,10,0,04/26/2022,0,0,1,0,0,0,0,many seeds dropped before collection,,,8505
14,7,20,AVBA,H,BRHO,3,04/26/2022,04/26/2022,,10,0,04/26/2022,0,0,0,1,0,2,0,,,,8506
14,7,21,AVBA,H,PLER,2,04/26/2022,04/26/2022,,10,2,04/26/2022,0,0,0,0,0,0,1,skip,,,8507
14,7,22,AVBA,H,LENI,2,04/26/2022,04/26/2022,,18,3,04/26/2022,0,0,0,0,0,0,1,,,,8508
14,7,23,AVBA,H,PLNO,0,04/26/2022,,,18,0,04/26/2022,0,0,0,0,0,1,2,,,,8509
14,7,24,AVBA,H,AMME,1,04/26/2022,04/26/2022,,18,0,04/26/2022,0,0,0,0,1,0,3,,,,8510
14,7,25,AVBA,H,empty,,,,,,,,,,,,,,,skip,,,8511
14,8,1,TWIL-I,H,AVBA,0,04/29/2022,,,,32,04/29/2022,1,0,0,2,0,0,3,,,,8512
14,8,2,TWIL-I,H,LOMU,3,04/11/2022,,,10,6,04/11/2022,4,0,0,0,0,0,0,,,,8513
14,8,3,TWIL-I,H,VIVI,-9999,,,,,,,,,,,,,,,,,8514
14,8,4,TWIL-I,H,MAEL,3,04/11/2022,,,18,9,04/11/2022,0,0,0,0,0,0,1,other= THIR,,,8515
14,8,5,TWIL-I,H,ACAM,0,04/11/2022,,,10,2,04/11/2022,1,0,0,0,0,0,0,,,,8516
14,8,6,TWIL-I,H,BRNI,1,04/11/2022,04/26/2022,B,18,15,04/11/2022,0,0,1,0,0,0,4,1 smaller one towards,,,11635
14,8,6,TWIL-I,H,BRNI,2,04/11/2022,04/26/2022,A,18,27,04/11/2022,3,0,0,0,0,1,2,2 larger ones towards N,,,8517
14,8,7,TWIL-I,H,empty,,,,,,,,,,,,,,,,,,8518
14,8,8,TWIL-I,H,ANAR,1,04/11/2022,,,10,1,04/11/2022,1,0,0,0,0,0,0,,,,8519
14,8,9,TWIL-I,H,GITR,1,04/11/2022,04/13/2022,,10,3,04/11/2022,1,0,0,1,0,0,1,"CORRECTED. [CE updated phyto from 2 -> 1 and added 1 to other to reflect the broken phyto that wasn't collected]. both broken , only one flowerhead found other phytometer not collected",,,8520
14,8,10,TWIL-I,H,TACA,3,04/11/2022,,,10,6,04/11/2022,1,0,0,0,0,0,2,,,,8521
14,8,11,TWIL-I,H,TWIL-I,1,04/11/2022,04/11/2022,,18,16,04/11/2022,0,0,2,0,0,0,2,1 other is THIR,,,8522
14,8,12,TWIL-I,H,THIR-U,1,04/11/2022,,,18,30,04/11/2022,5,0,0,0,0,0,2,,,,8523
14,8,13,TWIL-I,H,CESO,1,04/11/2022,,,18,14,04/11/2022,2,0,0,2,0,1,0,,,,8524
14,8,14,TWIL-I,H,empty,,,,,,,,,,,,,,,,,,8525
14,8,15,TWIL-I,H,THIR-I,1,04/11/2022,,a,18,13,04/11/2022,3,0,0,3,0,1,3,"larger, alone towards North",,,11636
14,8,15,TWIL-I,H,THIR-I,2,04/11/2022,,b,18,13,04/11/2022,5,0,0,1,0,1,3,2 smaller phytos on edge of sub 20,,,8526
14,8,16,TWIL-I,H,CLPU,0,04/11/2022,,,10,5,04/11/2022,13,0,0,0,0,0,0,,,,8527
14,8,17,TWIL-I,H,empty,,,,,,,,,,,,,,,,,,8528
14,8,18,TWIL-I,H,ERBO,-9999,,,,,,,,,,,,,,,,,8529
14,8,19,TWIL-I,H,MICA,2,04/04/2022,04/04/2022,,10,2,04/04/2022,3,0,0,1,0,0,0,,,,8530
14,8,20,TWIL-I,H,BRHO,3,04/11/2022,04/19/2022,,10,5,04/11/2022,4,0,0,0,0,0,2,"CORRECTED. all a & b phytometers were able to be collected in same neighborhood on 4/19, # phyto for unique a changed from 1 to 3 & # for unique b changed from 2 to 0",,,8531
14,8,21,TWIL-I,H,PLER,3,04/11/2022,04/13/2022,,10,6,04/11/2022,5,0,1,0,0,0,0,,,,8532
14,8,22,TWIL-I,H,LENI,0,03/21/2022,,,18,14,03/21/2022,2,0,0,1,0,1,2,,,,8533
14,8,23,TWIL-I,H,PLNO,1,04/11/2022,04/19/2022,,18,4,04/11/2022,3,0,0,0,0,0,2,,,,8534
14,8,24,TWIL-I,H,AMME,1,04/04/2022,04/04/2022,,18,15,04/04/2022,1,0,0,1,0,0,0,,,,8535
14,8,25,TWIL-I,H,empty,,,,,,,,,,,,,,,,,,8536
14,9,1,ANAR,L,AVBA,0,04/29/2022,,,,18,04/29/2022,1,0,0,0,5,0,0,,,,8537
14,9,2,ANAR,L,LOMU,2,05/05/2022,,,10,7,05/05/2022,0,0,0,0,0,0,0,,,,8538
14,9,3,ANAR,L,VIVI,-9999,,,,,,,,,,,,,,,,,8539
14,9,4,ANAR,L,MAEL,1,05/05/2022,,,18,36,05/05/2022,15,0,0,5,1,0,2,other is branching aster,,,8540
14,9,5,ANAR,L,ACAM,1,05/05/2022,,,10,17,05/05/2022,0,0,1,1,0,0,0,,,,8541
14,9,6,ANAR,L,BRNI,3,04/26/2022,04/26/2022,,18,53,04/26/2022,0,0,0,1,0,0,0,,,,8542
14,9,7,ANAR,L,empty,,,,,,,,,,,,,,,,,,8543
14,9,8,ANAR,L,ANAR,,,,,10,,,,,,,,,,,,,8544
14,9,9,ANAR,L,GITR,3,04/13/2022,04/13/2022,,10,20,04/13/2022,0,0,0,1,0,1,0,,,,8545
14,9,10,ANAR,L,TACA,2,05/05/2022,,,10,28,05/05/2022,0,0,0,0,0,0,0,,,,8546
14,9,11,ANAR,L,TWIL-I,2,04/12/2022,04/12/2022,,18,24,04/12/2022,4,0,1,1,1,2,1,phytometers might be spillover from adjacent TWIL-I background,,,8547
14,9,12,ANAR,L,empty,,,,,,,,,,,,,,,,,,8548
14,9,13,ANAR,L,CESO,3,05/05/2022,,,18,69,05/05/2022,0,0,0,0,0,0,0,,,,8549
14,9,14,ANAR,L,empty,,,,,,,,,,,,,,,,,,8550
14,9,15,ANAR,L,THIR-I,2,05/05/2022,,,18,44,05/05/2022,0,0,1,3,0,0,0,,,,8551
14,9,16,ANAR,L,CLPU,0,05/05/2022,,,10,22,05/05/2022,0,0,0,0,0,0,0,,,,8552
14,9,17,ANAR,L,empty,,,,,,,,,,,,,,,,,,8553
14,9,18,ANAR,L,ERBO,-9999,,,,,,,,,,,,,,,,,8554
14,9,19,ANAR,L,MICA,1,04/04/2022,04/04/2022,b,10,12,04/04/2022,4,0,0,2,0,0,0,south subplot,,,11566
14,9,19,ANAR,L,MICA,2,04/04/2022,04/04/2022,a,10,8,04/04/2022,1,0,0,0,1,0,0,northeast subplot corner,,,8555
14,9,20,ANAR,L,BRHO,3,04/19/2022,04/19/2022,,10,15,04/19/2022,3,0,2,2,0,0,0,,,,8556
14,9,21,ANAR,L,PLER,2,04/13/2022,04/13/2022,,10,18,04/13/2022,0,0,0,0,1,0,0,,,,8557
14,9,22,ANAR,L,LENI,2,03/21/2022,03/21/2022,,18,55,03/21/2022,0,2,0,0,0,0,1,,,,8558
14,9,23,ANAR,L,PLNO,0,04/19/2022,,,18,39,04/19/2022,1,0,0,2,0,1,2,,,,8559
14,9,24,ANAR,L,AMME,3,04/04/2022,04/04/2022,,18,38,04/04/2022,1,0,1,3,0,0,12,,,,8560
14,9,25,ANAR,L,empty,,,,,,,,,,,,,,,,,,8561
